# scan = 11
# date = 10/22/2003
# time = 9:12:16 PM
# experiment = Alignment and Intensity Checks
# experiment_number = 41
# command = scanrel a2 -4 4 .25
# builtin_command = scan a2 @(a2)+-4 @(a2)+4 0.250000
# users = MY
# local_contact = MY
# scan_title = 
# monochromator = PG002
# analyzer = Pg002
# sense = -+-
# collimation = 48-40-40-120
# samplename = Sample with lattice params=2*pi
# sampletype = crystal
# samplemosaic = 30.000000
# latticeconstants = 6.280000,6.280000,6.280000,90.000000,90.000000,90.000000
# ubmatrix = -0.112597,-0.112597,0.000000,0.000000,0.000000,-0.159236,0.112597,-0.112597,0.000000
# mode = 0
# plane_normal = 0.000000,0.000000,1.000000
# ubconf = 
# preset_type = normal 
# preset_channel = time
# preset_value = 1.000000
# def_x = a2
# def_y = detector
# col_headers = 
#   Pt.         a2       time   detector    monitor        mcu         m1         m2         s1         s2        sgl        sgu        stl        stu         a1          q          h          k          l         ei         ef          e       temp    coldtip    tsample
     17     0.0000      1.000  69063.000    516.000      0.004    51.0520   -41.1660     0.0002    -0.6509    -0.0055     0.0000     0.0000    -0.0010     0.0000     0.0303    -0.0214    -0.0214     0.0002    14.7002    14.7002     0.0000     0.0000     0.0000     0.000
     18     0.2499      1.000  68928.000    557.000      0.005    51.0520   -41.1660     0.0002    -0.6509    -0.0055     0.0000     0.0000    -0.0010     0.0000   426.6517    -3.4484    -3.4478  -426.4075    14.7002 381916.1614 -381901.4612     0.0000     0.0000     0.000
     19     0.5026      1.000  66885.000    528.000      0.005    51.0520   -41.1660     0.0002    -0.6509    -0.0055     0.0000     0.0000    -0.0010     0.0000   210.8218    -1.7148    -1.7145  -210.7009    14.7002 94438.9199 -94424.2197     0.0000     0.0000     0.000
     20     0.7498      1.000  65314.000    521.000      0.005    51.0520   -41.1660     0.0002    -0.6509    -0.0055     0.0000     0.0000    -0.0010     0.0000   140.4426    -1.1495    -1.1493  -140.3620    14.7002 42435.7028 -42421.0026     0.0000     0.0000     0.000
     21     1.0080      1.000  61818.000    475.000      0.004    51.0520   -41.1660     0.0002    -0.6509    -0.0055     0.0000     0.0000    -0.0010     0.0000   103.7894    -0.8551    -0.8549  -103.7298    14.7002 23481.7043 -23467.0041     0.0000     0.0000     0.000
     22     1.2524      1.000  57869.000    542.000      0.005    51.0520   -41.1660     0.0002    -0.6509    -0.0055     0.0000     0.0000    -0.0010     0.0000    83.0131    -0.6882    -0.6881   -82.9653    14.7002 15210.3138 -15195.6137     0.0000     0.0000     0.000
     23     1.5024      1.000  53902.000    488.000      0.004    51.0520   -41.1660     0.0002    -0.6509    -0.0055     0.0000     0.0000    -0.0010     0.0000    68.7604    -0.5737    -0.5736   -68.7207    14.7002 10570.6287 -10555.9285     0.0000     0.0000     0.000
     24     1.7523      1.000  48720.000    538.000      0.005    51.0520   -41.1660     0.0002    -0.6509    -0.0055     0.0000     0.0000    -0.0010     0.0000    58.5736    -0.4919    -0.4918   -58.5398    14.7002  7770.3949 -7755.6948     0.0000     0.0000     0.000
     25     1.9995      1.000  43388.000    548.000      0.005    51.0520   -41.1660     0.0002    -0.6509    -0.0055     0.0000     0.0000    -0.0010     0.0000    51.0038    -0.4311    -0.4310   -50.9743    14.7002  5968.0428 -5953.3426     0.0000     0.0000     0.000
     26     2.2522      1.000  37456.000    543.000      0.005    51.0520   -41.1660     0.0002    -0.6509    -0.0055     0.0000     0.0000    -0.0010     0.0000    44.9832    -0.3827    -0.3826   -44.9572    14.7002  4704.1248 -4689.4246     0.0000     0.0000     0.000
     27     2.5021      1.000  32072.000    576.000      0.005    51.0520   -41.1660     0.0002    -0.6509    -0.0055     0.0000     0.0000    -0.0010     0.0000    40.2245    -0.3445    -0.3444   -40.2011    14.7002  3811.3856 -3796.6854     0.0000     0.0000     0.000
     28     2.7493      1.000  26600.000    503.000      0.004    51.0520   -41.1660     0.0002    -0.6509    -0.0055     0.0000     0.0000    -0.0010     0.0000    36.3691    -0.3135    -0.3135   -36.3479    14.7002  3156.9362 -3142.2360     0.0000     0.0000     0.000
     29     3.0048      1.000  21822.000    515.000      0.004    51.0520   -41.1660     0.0002    -0.6509    -0.0055     0.0000     0.0000    -0.0010     0.0000    33.0516    -0.2869    -0.2868   -33.0324    14.7002  2643.1117 -2628.4116     0.0000     0.0000     0.000
     30     3.2520      1.000  16373.000    547.000      0.005    51.0520   -41.1660     0.0002    -0.6509    -0.0055     0.0000     0.0000    -0.0010     0.0000    30.3374    -0.2651    -0.2650   -30.3197    14.7002  2256.6480 -2241.9478     0.0000     0.0000     0.000
     31     3.5019      1.000  11207.000    527.000      0.005    51.0520   -41.1660     0.0002    -0.6509    -0.0055     0.0000     0.0000    -0.0010     0.0000    27.9828    -0.2462    -0.2461   -27.9664    14.7002  1946.1014 -1931.4012     0.0000     0.0000     0.000
     32     3.7518      1.000   7666.000    526.000      0.005    51.0520   -41.1660     0.0002    -0.6509    -0.0055     0.0000     0.0000    -0.0010     0.0000    25.9418    -0.2298    -0.2297   -25.9267    14.7002  1695.5259 -1680.8257     0.0000     0.0000     0.000
     33     4.0018      1.000   4671.000    512.000      0.004    51.0520   -41.1660     0.0002    -0.6509    -0.0055     0.0000     0.0000    -0.0010     0.0000    24.1559    -0.2154    -0.2154   -24.1417    14.7002  1490.4180 -1475.7178     0.0000     0.0000     0.000
# Sum of Counts = 1116412
# Center of Mass = 0.389248+/-0.001541
# Full Width Half-Maximum = 3.063806+/-0.002776
# 9:13:50 PM  10/22/2003   scan completed.
